0,0,0,0,0,0
0,0,0,3.7299199513736059,3.3411478604918687,0.70033000000000001
0,0,0,3.7299199513736059,3.3411478604918687,1.349064
0,0,0,3.7299199513736059,3.3411478604918687,1.986154
0.01,0,0.080000000000000002,3.9713181559391448,3.6204905528353497,2.6198160000000001
0.059999999999999998,0.01,0.20999999999999999,4.2944779962015893,4.0012096261575403,3.2579130000000003
0.11,0.02,0.34000000000000002,4.5604573160523518,4.3244676623057545,3.9085320000000001
0.17000000000000001,0.050000000000000003,0.41999999999999998,4.6896281985639163,4.4874024570746469,4.5482670000000001
0.23000000000000001,0.080000000000000002,0.5,4.7963549030565904,4.6275091373174648,5.1869610000000002
0.28999999999999998,0.11,0.56999999999999995,4.869402755606079,4.7285660267049865,5.83378
0.35999999999999999,0.14999999999999999,0.62,4.9068953254229619,4.7833748054782959,6.479781
0.41999999999999998,0.20000000000000001,0.66000000000000003,4.9359702399896976,4.8282715055175114,7.1300790000000003
0.47999999999999998,0.25,0.69999999999999996,4.9595396893770536,4.8672839926806617,7.7758880000000001
0.54000000000000004,0.31,0.72999999999999998,4.9746453507045203,4.8944703959976987,8.4180019999999995
0.59999999999999998,0.35999999999999999,0.76000000000000001,4.984585776149455,4.91404485670712,9.0667249999999999
0.67000000000000004,0.41999999999999998,0.78000000000000003,4.987685124179416,4.9205887017712415,9.7134199999999993
0.72999999999999998,0.47999999999999998,0.80000000000000004,4.9922378355764394,4.930775993381241,10.361457
0.78000000000000003,0.54000000000000004,0.80000000000000004,4.991050058094987,4.9280389251841878,11.006644999999999
0.83999999999999997,0.59999999999999998,0.80000000000000004,4.9865995923302284,4.9182660838928358,11.653594999999999
0.90000000000000002,0.66000000000000003,0.81000000000000005,4.9854830445597624,4.9159123583577848,12.294509999999999
0.95999999999999996,0.71999999999999997,0.81999999999999995,4.9832973422001841,4.9113977689211703,12.939490999999999
1.01,0.79000000000000004,0.83999999999999997,4.991272788387235,4.9285474091767609,13.594057999999999
1.0700000000000001,0.84999999999999998,0.87,4.9949906724209496,4.9373962210136053,14.240687999999999
1.1200000000000001,0.91000000000000003,0.88,4.9942288764912997,4.935520548511783,14.884447999999999
1.1799999999999999,0.97999999999999998,0.90000000000000002,4.9940427898092166,4.9350678243973736,15.527191999999999
1.23,1.05,0.90000000000000002,4.9898331332274299,4.9252966040978965,16.169308999999998
1.28,1.1100000000000001,0.91000000000000003,4.9823648426414682,4.9095056332157547,16.805518999999997
1.3300000000000001,1.1799999999999999,0.92000000000000004,4.9743693858059927,4.893950509815439,17.444479999999995
1.3799999999999999,1.25,0.93000000000000005,4.9547368841639248,4.8590650901032504,18.081600999999996
1.4299999999999999,1.3200000000000001,0.93999999999999995,4.8963984302259238,4.7677454364247183,18.727340999999996
1.48,1.3799999999999999,0.95999999999999996,4.6219562449032363,4.4013606584600025,19.373002999999997
1.53,1.45,0.96999999999999997,0,0,20.018073999999999
